Zeyārat,,زيارت,Iran,Golestān,Gorgān,,Tehran
Zaraqān,,زرقان,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Ebrāhīmābād,,ابراهيم اباد,Iran,Khorāsān-e Razavī,Khalīlābād,,Tehran
Ommatlar,,امتلر,Iran,Hamadān,Razan,,Tehran
Jalālābād,,جلال اباد,Iran,Eşfahān,Najafābād,,Tehran
Arāz Moh̨ammad Ākhūnd,,ارازمحمداخوند,Iran,Golestān,Gonbad-e-Kāvūs,,Tehran
Seyfābād,,سيف اباد,Iran,Fārs,Kāzerūn,,Tehran
Dang Sarak,,دنگ سرك,Iran,Māzandarān,Nekā,,Tehran
Bohr,,بهر,Iran,Khūzestān,Ahvāz,,Tehran
Rah̨īmābād,,رحيم اباد,Iran,Kermān,Kermān,,Tehran
Farrāshīyān,,فراشيان,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Mehrābād,,مهراباد,Iran,Khorāsān-e Razavī,Khwāf,,Tehran
Fārīāb,,فارياب,Iran,Būshehr,Dashtestān,,Tehran
Mālekīyeh-ye 'Olyā,,مالكيه عليا,Iran,Khūzestān,Dasht-e-Āzādegān,,Tehran
Kūshkak,,كوشكك,Iran,Fārs,Marvdasht,,Tehran
Jezīn,,جزين,Iran,Khorāsān-e Razavī,Gonābād,,Tehran
Shafī'ābād,,شفيع اباد,Iran,Khorāsān-e Razavī,Bardeskān,,Tehran
Zarnaq,,زرنق,Iran,Azarbayejān-e Sharqi,Tabrīz,,Tehran
Dalow,,دربند,Iran,Lorestān,Aznā,,Tehran
Rameyleh,,رميله,Iran,Khūzestān,Ābādān,,Tehran
Kūhīn,,كوهين,Iran,Hamadān,Kabūdarāhang,,Tehran
Māshmīān,,ماشميان,Iran,Gīlān,Rūdbar,,Tehran
Chāh-e 'Alī,,چاه علي,Iran,Kermān,Rūdbār Janūb,,Tehran
Darband,,دربند,Iran,Khorāsān-e Razavī,Tāybād,,Tehran
Āb Ashkān,,اب اشكان,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Espās,,اسپاس,Iran,Fārs,Eqlīd,,Tehran
Feshtam,,فشتم,Iran,Gīlān,Rasht,,Tehran
Eskara,,اسكر,Iran,Kermān,Bāft,,Tehran
Dehgāh,,دهگاه,Iran,Gīlān,Āstāneh-ye-Ashrafiyeh,,Tehran
Parak,,پرك,Iran,Būshehr,Kangān,,Tehran
Charī,,چري,Iran,Khorāsān Shamālī,Fārūj,,Tehran
Rādekān,,رادكان,Iran,Qazvīn,Tākestān,,Tehran
Abbīz Jadīd,,ابيزجديد,Iran,Khorāsān Janūbī,Qā'enāt,,Tehran
Zībāshahr,,زيباشهر,Iran,Khūzestān,Dezfūl,,Tehran
Dashtak,,دشتك,Iran,Fārs,Marvdasht,,Tehran
Āb Moshkīn,,اب مشكين,Iran,Hamadān,Kabūdarāhang,,Tehran
Shahrīār,,شهريار,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Tāzeh Kand,,تازه كند,Iran,Hamadān,Bahār,,Tehran
Shahrak-e Mahdīyeh,,شهرك مهديه,Iran,Fārs,Marvdasht,,Tehran
Eyzī,,ايزي,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Shahrak-e Montaz̨erī,,شهرك منتظري,Iran,Khūzestān,Shādegān,,Tehran
Bāfrān,,بافران,Iran,Eşfahān,Nāyīn,,Tehran
Eskandarī Bar Āftāb,,اسكندري برافتاب,Iran,Eşfahān,Farīdan,,Tehran
Mīānābād,,ميان اباد,Iran,Hamadān,Nahāvand,,Tehran
Kowzareh,,كوزره,Iran,Hamadān,Hamadān,,Tehran
Kārdgar Mah̨alleh,,كاردگرمحله,Iran,Māzandarān,Bābolsar,,Tehran
Emām H̨asan,,امام حسن,Iran,Būshehr,Deylam,,Tehran
Lazūr,,لزور,Iran,Teheran,Fīrūzkūh,,Tehran
Mowmenābād,,مومن اباد,Iran,Khorāsān-e Razavī,Torbat-e-Jām,,Tehran
Kūshkak,,كوشكك,Iran,Fārs,Shīrāz,,Tehran
Javān Mardī,,جوانمردي,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Zaūzan,,زوزن,Iran,Khorāsān-e Razavī,Khwāf,,Tehran
Pūdeh,,پوده,Iran,Eşfahān,Semīrom-e Soflā,,Tehran
Abarghān,,ابرغان,Iran,Azarbayejān-e Sharqi,Marand,,Tehran
Shahrābād,,شهراباد,Iran,Khorāsān-e Razavī,Bardeskān,,Tehran
Līvār,,ليوار,Iran,Azarbayejān-e Sharqi,Marand,,Tehran
Hasanābād,,حسن اباد,Iran,Kermānshāh,Kangāvar,,Tehran
Qāsemābād,,قاسم اباد,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Māl-e Qāyed,,مال قايد,Iran,Būshehr,Genāveh,,Tehran
Qāyemābād,,قائم اباد,Iran,Kermān,Kermān,,Tehran
Javakār,,جوكار,Iran,Hamadān,Malāyer,,Tehran
Shahrestānak,,شهرستانك,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Yazdal,,يزدل,Iran,Eşfahān,Aran-e Bīdgol,,Tehran
Owzown Darreh,,اوزن دره,Iran,Hamadān,Kabūdarāhang,,Tehran
Abū al-Vardī,,ابوالوردي,Iran,Fārs,Pāsārgād,,Tehran
Gochī,,گچي,Iran,Fārs,Shīrāz,,Tehran
Akbarābād,,اكبراباد,Iran,Fārs,Fasā,,Tehran
Qeynarjeh,,قينرجه,Iran,Hamadān,Razan,,Tehran
Ābādān,,ابادان,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Mollā Kolā,,ملاكلا,Iran,Māzandarān,Mahmūdābād,,Tehran
H̨ojjatābād,,حجت اباد,Iran,Kermān,Kermān,,Tehran
Neqāb,,نقاب,Iran,Khorāsān-e Razavī,Khalīlābād,,Tehran
Garāchqā,,گراچقا,Iran,Hamadān,Hamadān,,Tehran
Lāregān,,لارگان,Iran,Eşfahān,Falāvarjān,,Tehran
Aşleh,,اصله,Iran,Hamadān,Hamadān,,Tehran
Chehārdeh,,چهارده,Iran,Golestān,Kordkūy,,Tehran
H̨ājjīlar Qal'eh,,حاجي لرقلعه,Iran,Golestān,Gonbad-e-Kāvūs,,Tehran
Bīzhanābād,,بيژن اباد,Iran,Kermān,Rūdbār Janūb,,Tehran
Arālūy Bozorg,,ارالوي بزرگ,Iran,Ardabīl,Ardabīl,,Tehran
Meymah,,ميمه,Iran,Īlām,Dehlorān,,Tehran
Shīrīn Sū,,شيرين سو,Iran,Hamadān,Kabūdarāhang,,Tehran
Ālūnī,,الوني,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Hurmuzābād,,هرمزاباد,Iran,Kermān,Rafsanjān,,Tehran
Langar,,لنگر,Iran,Kermān,Kermān,,Tehran
Kordābād,,كرداباد,Iran,Hamadān,Kabūdarāhang,,Tehran
Kheyrābād,,خيراباد,Iran,Hormozgān,Rūdān,,Tehran
'Abbāsābād-e Sardār,,عباس ابادسردار,Iran,Kermān,Bam,,Tehran
Amīrābād,,اميراباد,Iran,Hamadān,Kabūdarāhang,,Tehran
Būshkān,,بوشكان,Iran,Būshehr,Dashtestān,,Tehran
Zamānābād,,زمان اباد,Iran,Teheran,Rey,,Tehran
Chāh-e Mobārak,,چاه مبارك,Iran,Būshehr,Kangān,,Tehran
Bardbor,,بردبر,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Kafrān,,كفران,Iran,Eşfahān,Eşfahān,,Tehran
Nadūshan,,ندوشن,Iran,Yazd,Sadūq,,Tehran
Kamālābād,,كمال اباد,Iran,Qazvīn,Elburz,,Tehran
Īlān,,الان,Iran,Azarbayejān-e Sharqi,Sarāb,,Tehran
Āqā Bābā,,اقابابا,Iran,Qazvīn,Qazvīn,,Tehran
Bālā Deh,,بالاده,Iran,Gīlān,Tālesh,,Tehran
Matān Kolā,,متان كلا,Iran,Māzandarān,Qāemshahr,,Tehran
Ţalh̨eh,,طلحه,Iran,Būshehr,Dashtestān,,Tehran
Dāvarzan,,داورزن,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Emāmzādeh Hāshem,,امامزاده هاشم,Iran,Gīlān,Rasht,,Tehran
Qahāvand,,قهاوند,Iran,Hamadān,Hamadān,,Tehran
Shonbeh,,شنبه,Iran,Būshehr,Dashtī,,Tehran
Mobārakeh,,مباركه,Iran,Yazd,Bāfq,,Tehran
Feyz̨ābād,,فيض اباد,Iran,Hamadān,Hamadān,,Tehran
Hameh Kasī,,همه كسي,Iran,Hamadān,Bahār,,Tehran
Deh Şah̨rā,,ده صحرا,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
H̨ājjīābād,,حاجي اباد,Iran,Eşfahān,Najafābād,,Tehran
Mūd,,مود,Iran,Khorāsān Janūbī,Sarbīsheh,,Tehran
Rīvādeh,,ريواده,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Akhand,,اخند,Iran,Būshehr,Kangān,,Tehran
Abbāsābād-e +arghām,,عباس ابادضرغام,Iran,Teheran,Pākdasht,,Tehran
Malek Kolā,,ملك كلا,Iran,Māzandarān,Qāemshahr,,Tehran
'Abbāsābād,,عباس اباد,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Esbūkolā,,اسبوكلا,Iran,Māzandarān,Bābol,,Tehran
Kūreh,,كوره,Iran,Fārs,Lārestān,,Tehran
Kahrīz,,كهريز,Iran,Azarbayejān-e Gharbi,Orūmiyeh,,Tehran
Khārdān,,خاردان,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
H̨oseynābād,,حسين اباد,Iran,Khorāsān Shamālī,Shīrvān,,Tehran
Rāmsheh,,رامشه,Iran,Eşfahān,Eşfahān,,Tehran
Mollā Bodāgh,,ملابداغ,Iran,Hamadān,Razan,,Tehran
Shāh Qaryeh,,شاه قريه,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Āb 'Alī,,ابعلي,Iran,Teheran,Damāvand,,Tehran
Jīrandeh,,جيرنده,Iran,Gīlān,Rūdbar,,Tehran
Ayyūr,,ايور,Iran,Khorāsān-e Razavī,Kāshmar,,Tehran
Farang,,فارسيان,Iran,Qazvīn,Qazvīn,,Tehran
Darjazīn,,درجزين,Iran,Hamadān,Razan,,Tehran
Kharājī,,خراجي,Iran,Hormozgān,Rūdān,,Tehran
Kordlar,,كردلر,Iran,Azarbayejān-e Sharqi,Oskū,,Tehran
Eresk,,ارسك,Iran,Khorāsān Janūbī,Ferdows,,Tehran
H̨oseynābād,,حسين اباد,Iran,Māzandarān,Behshahr,,Tehran
Ah̨madābād-e Moshīr,,احمدابادمشير,Iran,Yazd,Yazd,,Tehran
'Amārīyeh,,عماريه,Iran,Māzandarān,Tonekābon,,Tehran
Torgān,,تركان,Iran,Fārs,Shīrāz,,Tehran
Moh̨ammadābād,,محمداباد,Iran,Yazd,Yazd,,Tehran
Chelgerd,,چلگرد,Iran,Chahār Mahāl-e Bakhtiari,Kūhrang,,Tehran
Farkhī,,فرخي,Iran,Eşfahān,Nāyīn,,Tehran
Kenet,,كنت,Iran,Sīstān-e Balūchestān,Sarāvān,,Tehran
Asfarjān,,اسفرجان,Iran,Eşfahān,Shahrezā,,Tehran
Tāzehābād,,تازه اباد,Iran,Māzandarān,Nūshahr,,Tehran
Eshene,,اشن,Iran,Eşfahān,Najafābād,,Tehran
Shahrak-e Emām,,شهرك امام,Iran,Fārs,Neyrīz,,Tehran
Ah̨madābād,,احمداباد,Iran,Khorāsān-e Razavī,Roshtkhvār,,Tehran
Raz̨avīyeh,,رضويه,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Hūnejān,,هونجان,Iran,Eşfahān,Shahrezā,,Tehran
Bīdak,,بيدك,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Tavarqūzābād,,تورقوزاباد,Iran,Teheran,Rey,,Tehran
Qal'eh-ye Farāmorzī,,قلعه فرامرزي,Iran,Teheran,Shahriyār,,Tehran
Gowg Tappeh Khāleşeh,,گوگ تپه خالصه,Iran,Azarbayejān-e Gharbi,Miyāndoāb,,Tehran
Kalāteh,,كلاته,Iran,Semnān,Damghān,,Tehran
Ahī Dasht,,اهي دشت,Iran,Māzandarān,Sārī,,Tehran
Shahrak-e Eşlah̨,,شهرك اصلاح وتهيه نهال وبذر,Iran,Teheran,Karaj,,Tehran
Javādīyeh Alhiyeh,,جواديه الهيه,Iran,Kermān,Rafsanjān,,Tehran
Damaq,,دمق,Iran,Hamadān,Razan,,Tehran
Pā,,پائين بيشه سر,Iran,Māzandarān,Bābol,,Tehran
Jowzān,,جوزان,Iran,Hamadān,Malāyer,,Tehran
Fīrūzābād,,فيروزاباد,Iran,Lorestān,Selseleh,,Tehran
Khvājeh Jamālī,,خواجه جمالي,Iran,Fārs,Neyrīz,,Tehran
H̨oseynābād,,حسين اباد,Iran,Eşfahān,Najafābād,,Tehran
Balā Mah̨alleh Chowkām,,بالامحله چوكام,Iran,Gīlān,Rasht,,Tehran
Rameshk,,رمشك,Iran,Kermān,Qal'eh-ye-Ganj,,Tehran
Sa'īdābād,,سعيداباد,Iran,Azarbayejān-e Gharbi,Khoy,,Tehran
Mollā Ābād,,ملاي انبار,Iran,Fārs,Kāzerūn,,Tehran
Chahār Khāneh Sirpāīn,,چهارخانه سرپائين,Iran,Gīlān,Lāhījān,,Tehran
Pāygaleh Penjam Shukārī,,پايگاه پنجم شكاري,Iran,Khūzestān,Rāmshīr,,Tehran
Zeyārat,,زيارت,Iran,Būshehr,Dashtestān,,Tehran
Dastjerd,,دستجرد,Iran,Hamadān,Bahār,,Tehran
Chāf Pāīn,,چاف پائين,Iran,Gīlān,Langrūd,,Tehran
Kavardeh,,كورده,Iran,Fārs,Lārestān,,Tehran
Tang-e Eram,,تنگ ارم,Iran,Būshehr,Dashtestān,,Tehran
Lālehzār,,لاله زار,Iran,Kermān,Bardsir,,Tehran
Khvīsār,,كوئ سازماني 22بهمن,Iran,Teheran,Shahriyār,,Tehran
Khūsh Ravadpī,,خوش رودپي,Iran,Māzandarān,Bābol,,Tehran
Şah̨neh-ye Soflā,,صحنه سفلي,Iran,Golestān,Āq Qalā,,Tehran
Māl-e Khalīfeh,,مال خليفه,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Dīzbād Soflā,,ديزبادسفلي,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Dīzaj-e Leyl Khānī,,ديزج ليلي خاني,Iran,Azarbayejān-e Sharqi,Tabrīz,,Tehran
Āb Konār,,اب كنار,Iran,Gīlān,Bandar-e-Anzalī,,Tehran
Jazīreh-ye Sheyf,,جزيره شيف,Iran,Būshehr,Būshehr,,Tehran
'Alīābād,,علي اباد,Iran,Sīstān-e Balūchestān,Īrānshahr,,Tehran
Qorv Chāy,,قرو چاي,Iran,Kordestān,Qorveh,,Tehran
Shahrak-e Shahīd Montazerī,,شهرك شهيدمنتظري,Iran,Eşfahān,Eşfahān,,Tehran
Deh Now,,ده نو,Iran,Yazd,Yazd,,Tehran
Remchā,,رمچا,Iran,Hormozgān,Qeshm,,Tehran
Ţālimseh Shonbeh,,طالمسه شنبه,Iran,Gīlān,Rasht,,Tehran
Hasht Bandī Yek,,هشت بندي يك,Iran,Hormozgān,Mīnāb,,Tehran
Şowma'eh 'Olyā,,صومعه عليا,Iran,Azarbayejān-e Sharqi,Miyāneh,,Tehran
Eslāmābād,,اسلام اباد,Iran,Kermān,Rafsanjān,,Tehran
Kheyrābād,,خير اباد,Iran,Semnān,Semnān,,Tehran
Bābān,,بابان,Iran,Hamadān,Kabūdarāhang,,Tehran
Esmā'īlābād,,اسماعيل اباد,Iran,Kermān,Rafsanjān,,Tehran
Kūshk,,كوشك,Iran,Fārs,Marvdasht,,Tehran
Şofīābād,,صفي اباد,Iran,Khorāsān Shamālī,Esfarāyen,,Tehran
Qal'eh Kamīz,,قلعه كميز,Iran,Hormozgān,Rūdān,,Tehran
Ārīnshahr,,ارين شهر,Iran,Khorāsān Janūbī,Qā'enāt,,Tehran
Pādegān Nazāmī,,پادگان نظامي,Iran,Sīstān-e Balūchestān,Khāsh,,Tehran
Eslāmābād-e Qadīm,,اسلام ابادقديم,Iran,Ardabīl,Pārsābād,,Tehran
Moh̨senābād,,محسن اباد,Iran,Eşfahān,Borkhār-e Meymeh,,Tehran
Kāl Zarkesh,,كال زركش,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Shahrak-e 'Alim al-Hadī,,شهرك علم الهدي,Iran,Khūzestān,Shūshtar,,Tehran
Dowlatgeh,,دولنگه,Iran,Būshehr,Jam,,Tehran
Chūmeh-ye Sīd'alvān,,چومه سيدعلوان,Iran,Khūzestān,Shādegān,,Tehran
Şamarīn,,ثمرين,Iran,Ardabīl,Ardabīl,,Tehran
Shahīdābād,,شهيداباد,Iran,Māzandarān,Bābol,,Tehran
Qeshlāq Meshhedī Abulh̨assan,,قشلاق مشهدي ابوالحسن,Iran,Teheran,Varāmīn,,Tehran
Karreh Ay,,كره ائ,Iran,Fārs,Bovānāt,,Tehran
Pīrbast Lūlmān,,پيربست لولمان,Iran,Gīlān,Rasht,,Tehran
Mehmānshahr-e Torbat Jām,,مهمانشهرتربت جام,Iran,Khorāsān-e Razavī,Torbat-e-Jām,,Tehran
Būjāyeh,,بوجايه,Iran,Gīlān,Lāhījān,,Tehran
Manşūreh-ye 'Olyā,,منصوره عليا,Iran,Khūzestān,Shādegān,,Tehran
Chepeqlū,,چپقلو,Iran,Azarbayejān-e Sharqi,Bonāb,,Tehran
Sa'īdābād,,سعيداباد,Iran,Azarbayejān-e Sharqi,Bostānābād,,Tehran
Konveyest,,كنويست,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Khāneh-ye Barq-e Jadīd,,خانه برق جديد,Iran,Azarbayejān-e Sharqi,Bonāb,,Tehran
Semsakandeh-e 'Olya,,سمسكنده عليا,Iran,Māzandarān,Sārī,,Tehran
Mādavān Soflā,,مادوان سفلي,Iran,Kohgīluyeh-e Boyerahmad,Boyer Ahmad,,Tehran
H̨oseynābād-e Kālepū,,حسيناباد كالپو,Iran,Semnān,Shahrūd,,Tehran
Valīābād,,ولي اباد,Iran,Teheran,Rey,,Tehran
'Alīābād,,علي اباد,Iran,Kermān,Jīroft,,Tehran
Yāsūkand,,ياسوكند,Iran,Kordestān,Bījār,,Tehran
Dahū,,دهو,Iran,Hormozgān,Mīnāb,,Tehran
Dastgerd-e Dāmāmzādeh,,دستگردامامزاده,Iran,Chahār Mahāl-e Bakhtiari,Shahr-e-Kord,,Tehran
Eyvāvaglī,,ايواوغلي,Iran,Azarbayejān-e Gharbi,Khoy,,Tehran
Shahrak-e H̨āfez,,شهرك حافظ,Iran,Fārs,Shīrāz,,Tehran
Rah̨matābād,,رحمت اباد,Iran,Fārs,Shīrāz,,Tehran
Pādegān Badrābād,,پادگان بدراباد,Iran,Lorestān,Khorramābād,,Tehran
Razīnī,,رزيني,Iran,Hamadān,Nahāvand,,Tehran
Bābā Naz̨ar,,بابانظر,Iran,Hamadān,Razan,,Tehran
Ezhyeh,,اژيه,Iran,Eşfahān,Eşfahān,,Tehran
Arāsanj-e Jadīd,,اراسنج جديد,Iran,Qazvīn,Boyinzahrā,,Tehran
Mazāyejān,,مزايجان,Iran,Fārs,Bovānāt,,Tehran
Deh Now-e Mīlās,,دهنوميلاس,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Qeshlāq Malārod,,قشلاق ملارد,Iran,Teheran,Shahriyār,,Tehran
Nīrevgaleh-ye Atmī,,نيروگاه اتمي,Iran,Būshehr,Būshehr,,Tehran
Nowjīn,,نوجين,Iran,Fārs,Farāshband,,Tehran
Rūh̨ābād,,روح اباد,Iran,Kermān,Zarand,,Tehran
Pādegān Eslāmī Emām Rezā,,پادگان اسلامي امام رضا,Iran,Azarbayejān-e Sharqi,Marāgheh,,Tehran
Shebāb,Shib Ab,شباب,Iran,Īlām,Shīrvān va Chardāval,,Tehran
Ţāhirābād,,طاهراباد,Iran,Eşfahān,Kāshān,,Tehran
Mehranjān,,مهرنجان,Iran,Fārs,Kāzerūn,,Tehran
Gordāysh Balūjābād,,گردايش بلوچ اباد,Iran,Golestān,Rāmyān,,Tehran
H̨okmābād,,حكم اباد,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Kowveh-ye Ay,,كووه اي,Iran,Hormozgān,Qeshm,,Tehran
Dīzaj,,ديزج,Iran,Azarbayejān-e Gharbi,Orūmiyeh,,Tehran
Espīgān,,اسپيگان,Iran,Kermān,Bam,,Tehran
Dar Behesht,,درب بهشت,Iran,Kermān,Jīroft,,Tehran
Rūd Āb,,روداب,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Ak,,اك,Iran,Qazvīn,Tākestān,,Tehran
Haft Cheshmeh,,هفتچشمه,Iran,Īlām,Īlām,,Tehran
Ţāhirī,,طاهرئ,Iran,Būshehr,Kangān,,Tehran
Khetīr Kalā,,خطيركلا,Iran,Māzandarān,Qāemshahr,,Tehran
'Alāmirūdasht,,علامرودشت,Iran,Fārs,Lāmard,,Tehran
Keshāvorz,,كشاورز,Iran,Azarbayejān-e Gharbi,Shāhīndezh,,Tehran
Korsagān,,كرسگان,Iran,Eşfahān,Falāvarjān,,Tehran
Mortazī Gerd,,مرتضي گرد,Iran,Teheran,Tehrān,,Tehran
Tamarqoreh-ye Qūzī,,تمرقره قوزي,Iran,Golestān,Kalāleh,,Tehran
Kheytārvās,,خيطالرواس,Iran,Khūzestān,Ahvāz,,Tehran
Bādūleh,,بادوله,Iran,Būshehr,Dashtī,,Tehran
Chenār,,چنار,Iran,Khorāsān-e Razavī,Kalāt,,Tehran
Zeynabābād,,زينب اباد,Iran,Golestān,Rāmyān,,Tehran
Arzaneh,,ارزنه,Iran,Khorāsān-e Razavī,Tāybād,,Tehran
Qal'eh Now,,قلعه نو,Iran,Fārs,Shīrāz,,Tehran
Beyz̨ā,,بيضا,Iran,Fārs,Sepīdān,,Tehran
Shahrak-e Shahīd Moh̨ammad Montazerī,,شهرك شهيد محمد منتظري,Iran,Khūzestān,Dezfūl,,Tehran
Avaltān,,اولتان,Iran,Ardabīl,Pārsābād,,Tehran
Rah̨matābād,,رحمت اباد,Iran,Kermān,Bam,,Tehran
Deh Baneh Eslāmabād,,دهبنه اسلام اباد,Iran,Gīlān,Rasht,,Tehran
Sohreūfīrūzān,,سهروفيروزان,Iran,Eşfahān,Falāvarjān,,Tehran
Sīrīk,,سيريك,Iran,Hormozgān,Mīnāb,,Tehran
Seylāb,,سيلاب,Iran,Azarbayejān-e Gharbi,Salmās,,Tehran
Qabāq Tappeh,,قباق تپه,Iran,Hamadān,Kabūdarāhang,,Tehran
Chenārān,,چناران,Iran,Khorāsān Shamālī,Bojnūrd,,Tehran
Valīābād,,ولي اباد,Iran,Teheran,Varāmīn,,Tehran
Āhangar Kolā,,اهنگركلا,Iran,Māzandarān,Bābol,,Tehran
Savarī,,سوري,Iran,Lorestān,Kūhdasht,,Tehran
Ordūgāh-e Afghānī,,اردوگاه افغاني,Iran,Markazī,Sāveh,,Tehran
Bahrāmī,,بهرامي,Iran,Lorestān,Khorramābād,,Tehran
Shahrak-e Shahīd Kashūrī,,شهرك شهيدكشوري,Iran,Īlām,Īlām,,Tehran
Khorūsī-ye Jonūbī,,خروسي جنوبي,Iran,Khūzestān,Shādegān,,Tehran
Ţabas Moseynā,,طبس مسينا,Iran,Khorāsān Janūbī,Darmiān,,Tehran
Dow Tappeh Soflā,,دوتپه سفلي,Iran,Zanjān,Khodābandeh,,Tehran
Ish̨aqābād,,اسحق اباد,Iran,Khorāsān-e Razavī,Neyshābūr,,Tehran
Gandomkār,,گندمكار,Iran,Khūzestān,Ahvāz,,Tehran
Dehnow,,دهنو,Iran,Khorāsān-e Razavī,Khalīlābād,,Tehran
Dowrāhak,,دوراهك,Iran,Būshehr,Dayyer,,Tehran
Sīāh Kolā Mah̨alleh,,سياه كلا محله,Iran,Māzandarān,Bābol,,Tehran
Moz̨affarī,,مظفري,Iran,Fārs,Shīrāz,,Tehran
Gesht,,گشت,Iran,Sīstān-e Balūchestān,Sarāvān,,Tehran
Shahrak-e Barāftāb Shīrānī,,شهرك برافتاب شيراني,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Khātūnābād,,خاتون اباد,Iran,Kermān,Shahr-e-Bābak,,Tehran
Nīmbelūk,,نيمبلوك,Iran,Khorāsān Janūbī,Qā'enāt,,Tehran
Bandu,,بند,Iran,Azarbayejān-e Gharbi,Orūmiyeh,,Tehran
Chenār Soflā,,چنارسفلي,Iran,Hamadān,Asadābād,,Tehran
Zafreh,,زفره,Iran,Eşfahān,Falāvarjān,,Tehran
Eshgeftak,,اشگفتك,Iran,Chahār Mahāl-e Bakhtiari,Shahr-e-Kord,,Tehran
Eşlāndūz,,اصلاندوز,Iran,Ardabīl,Pārsābād,,Tehran
Delgoshā,,دلگشا,Iran,Īlām,Mehrān,,Tehran
Tūdeshk,,تودشك,Iran,Eşfahān,Eşfahān,,Tehran
Zābolīābād,,زابلي اباد,Iran,Golestān,Gonbad-e-Kāvūs,,Tehran
Moh̨ammadābād,,محمداباد,Iran,Khorāsān-e Razavī,Roshtkhvār,,Tehran
Kūtsīd Şāleh̨,,كوتسيدصالح,Iran,Khūzestān,Ahvāz,,Tehran
Jondaq,,جندق,Iran,Eşfahān,Nāyīn,,Tehran
Hemmatābād,,همت اباد,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Vakīlābād,,وكيل اباد,Iran,Kermān,Bāft,,Tehran
'Esgarān,,عسگران,Iran,Eşfahān,Tirān-e Karvan,,Tehran
Karafs,,كرفس,Iran,Hamadān,Razan,,Tehran
H̨oseynābād,,حسين اباد,Iran,Kermān,Rafsanjān,,Tehran
Shahr-e Zow,,شهرزو,Iran,Khorāsān-e Razavī,Kalāt,,Tehran
Rāzī,,رازئ,Iran,Khorāsān-e Razavī,Sabzevār,,Tehran
Shādmah̨al,,شادمحل,Iran,Māzandarān,Āmol,,Tehran
Qarqī Soflā,,قرقي سفلي,Iran,Khorāsān-e Razavī,Mashhad,,Tehran
Qal'eh-ye 'Azīmābād,,قلعه عظيم اباد,Iran,Teheran,Rey,,Tehran
Mojtame'-e Gāvedāri,,مجتمع گاوداري,Iran,Sīstān-e Balūchestān,Zāhedān,,Tehran
Mahābād,,مهاباد,Iran,Eşfahān,Ardestān,,Tehran
Vosţi Kalā,,وسطي كلا,Iran,Māzandarān,Āmol,,Tehran
Shahrak al-Moha-dī,,شهرك المهدي,Iran,Lorestān,Aznā,,Tehran
Lomābād,,لماباد,Iran,Teheran,Shahriyār,,Tehran
Borāftāb Shīrānī,,برافتاب شيراني,Iran,Chahār Mahāl-e Bakhtiari,Lordagān,,Tehran
Qarah Āghāj,,قره اغاج,Iran,Azarbayejān-e Sharqi,Chāroimāq,,Tehran
Nīkābād,,نيك اباد,Iran,Eşfahān,Eşfahān,,Tehran
Gūrāb Zarmīkh,,گوراب زرميخ,Iran,Gīlān,Sūme'eh Sarā,,Tehran
Eslāmīyeh,,اسلاميه,Iran,Fārs,Eqlīd,,Tehran
Keygāvar,,كيگاور,Iran,Teheran,Robātkarīm,,Tehran
'Amadideh,,عمادده,Iran,Fārs,Lārestān,,Tehran
Garmāb,,گرماب,Iran,Khorāsān-e Razavī,Neyshābūr,,Tehran
Ah̨madābād,,احمداباد,Iran,Khūzestān,Dezfūl,,Tehran
Mobārakābād,,مبارك اباد,Iran,Fārs,Qīrokārzīn,,Tehran
Eznāv,,ازناو,Iran,Hamadān,Malāyer,,Tehran
Naşrābād,,نصراباد,Iran,Fārs,Shīrāz,,Tehran
